"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2020M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","17.4",""
"2020M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.1",""
"2020M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","17.8",""
"2020M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.1",""
"2020M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","5.9",""
"2020M05","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.3",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.2",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.1",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","7.4",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","18.2",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","18.0",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","18.5",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.2",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.1",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","6.5",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.4",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.2",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.6",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.3",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","18.1",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.6",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.4",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.2",""
"2020M06","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.7",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.7",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.4",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","8.0",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","18.9",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","18.5",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","19.4",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.6",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.3",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.0",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.7",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.5",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.0",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.9",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","18.7",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","19.1",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.7",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.4",""
"2020M07","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.0",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.8",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.4",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","8.2",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","19.2",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","18.7",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","19.9",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.7",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.3",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.2",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.8",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.5",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.2",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","19.0",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","18.9",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","19.2",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.8",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.4",""
"2020M08","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.2",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.8",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.3",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","8.2",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","18.5",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","18.4",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","18.7",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.7",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.3",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.3",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.8",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.5",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.2",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.2",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","18.1",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.2",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.8",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.5",""
"2020M09","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.3",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.5",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.2",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","7.9",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","17.8",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","17.6",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","18.0",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.6",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.2",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.0",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.6",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.3",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.0",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","17.7",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.6",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.0",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.7",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.4",""
"2020M10","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.1",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.3",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.0",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","7.6",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","17.3",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","17.1",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","17.4",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.4",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.1",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","6.7",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.4",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.1",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.8",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","17.7",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.5",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.0",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.5",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.2",""
"2020M11","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.9",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.4",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.2",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","7.7",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","17.0",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","17.2",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","16.7",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.5",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.2",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","6.9",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.5",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.2",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.9",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.0",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.8",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.1",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.6",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.2",""
"2020M12","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.0",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.9",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.7",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","8.1",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","18.8",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","18.9",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","18.6",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.9",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.6",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.2",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.5",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.3",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.8",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.4",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","18.3",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.6",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.5",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.3",""
"2021M01","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.9",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.9",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.7",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","8.1",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","18.5",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","18.1",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","19.0",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.9",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.7",""
